,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,
6732,All,,,,,,,,,,,,,,,,,,,,,,,,,
6733,All,,,,,,,,,,,,,,,,,,,,,,,,,
6734,All,,,,,,,,,,,,,,,,,,,,,,,,,
6735,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6736,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
6737,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
6738,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,,
6739,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
6740,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
6741,All,,,,,,,,,,,,,,,,,,,,,,,,,
6742,All,,,,,,,,,,,,,,,,,,,,,,,,,
6743,All,,,,,,,,,,,,,,,,,,,,,,,,,
6744,All,,,,,,,,,,,,,,,,,,,,,,,,,
6745,All,,,,,,,,,,,,,,,,,,,,,,,,,
6746,All,,,,,,,,,,,,,,,,,,,,,,,,,
6747,All,,,,,,,,,,,,,,,,,,,,,,,,,
6748,All,,,,,,,,,,,,,,,,,,,,,,,,,
6749,All,,,,,,,,,,,,,,,,,,,,,,,,,
6750,All,,,,,,,,,,,,,,,,,,,,,,,,,
6751,All,,,,,,,,,,,,,,,,,,,,,,,,,
6752,All,,,,,,,,,,,,,,,,,,,,,,,,,
6753,All,,,,,,,,,,,,,,,,,,,,,,,,,
6754,All,,,,,,,,,,,,,,,,,,,,,,,,,
6755,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6756,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6757,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6758,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6759,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6760,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6761,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6762,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6763,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6764,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6765,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6766,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6767,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6768,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6769,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6770,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6771,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6772,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6773,Dry weather,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6774,Dry weather,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6775,Dry weather,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6776,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
6777,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
6778,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
6779,Day time,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6780,Day time,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6781,Day time,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6782,Nighttime,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6783,Nighttime,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6784,Nighttime,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6785,All,,,,,,,,,,,,,,,,,,,,,,,,,
6786,All,,,,,,,,,,,,,,,,,,,,,,,,,
6787,All,,,,,,,,,,,,,,,,,,,,,,,,,
6788,All,,,,,,,,,,,,,,,,,,,,,,,,,
6789,All,,,,,,,,,,,,,,,,,,,,,,,,,
6790,All,,,,,,,,,,,,,,,,,,,,,,,,,
6791,All,,,,,,,,,,,,,,,,,,,,,,,,,
6792,All,,,,,,,,,,,,,,,,,,,,,,,,,
6793,All,,,,,,,,,,,,,,,,,,,,,,,,,
6794,All,,,,,,,,,,,,,,,,,,,,,,,,,
6795,All,,,,,,,,,,,,,,,,,,,,,,,,,
6796,All,,,,,,,,,,,,,,,,,,,,,,,,,
6797,All,,,,,,,,,,,,,,,,,,,,,,,,,
6798,All,,,,,,,,,,,,,,,,,,,,,,,,,
6799,All,,,,,,,,,,,,,,,,,,,,,,,,,
6800,All,,,,,,,,,,,,,,,,,,,,,,,,,
6801,All,,,,,,,,,,,,,,,,,,,,,,,,,
6802,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6803,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6804,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6805,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6806,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6807,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6808,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6809,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6810,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6811,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6812,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6813,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6814,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6815,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6816,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6817,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6818,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6819,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,,,
6820,Dry weather,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6821,Dry weather,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6822,Dry weather,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6823,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
6824,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
6825,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
6826,Day time,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6827,Day time,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6828,Day time,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6829,Nighttime,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6830,Nighttime,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6831,Nighttime,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
6832,All,,,,,,,,,,,,,,,,,,,,,,,,,
6833,All,,,,,,,,,,,,,,,,,,,,,,,,,
6834,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6835,Right turn,Other,,,,,,,,,,,,,,,,,,,,,,,,
6836,All,,,,,,,,,,,,,,,,,,,,,,,,,
6837,All,,,,,,,,,,,,,,,,,,,,,,,,,
6838,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6839,All,,,,,,,,,,,,,,,,,,,,,,,,,
6840,All,,,,,,,,,,,,,,,,,,,,,,,,,
6841,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6842,All,,,,,,,,,,,,,,,,,,,,,,,,,
6843,All,,,,,,,,,,,,,,,,,,,,,,,,,
6844,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6845,All,,,,,,,,,,,,,,,,,,,,,,,,,
6846,All,,,,,,,,,,,,,,,,,,,,,,,,,
6847,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6848,All,,,,,,,,,,,,,,,,,,,,,,,,,
6849,All,,,,,,,,,,,,,,,,,,,,,,,,,
6850,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6851,All,,,,,,,,,,,,,,,,,,,,,,,,,
6852,All,,,,,,,,,,,,,,,,,,,,,,,,,
6853,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6854,All,,,,,,,,,,,,,,,,,,,,,,,,,
6855,All,,,,,,,,,,,,,,,,,,,,,,,,,
6856,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6857,All,,,,,,,,,,,,,,,,,,,,,,,,,
6858,All,,,,,,,,,,,,,,,,,,,,,,,,,
6859,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6860,All,,,,,,,,,,,,,,,,,,,,,,,,,
6861,All,,,,,,,,,,,,,,,,,,,,,,,,,
6862,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6863,All,,,,,,,,,,,,,,,,,,,,,,,,,
6864,All,,,,,,,,,,,,,,,,,,,,,,,,,
6865,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6866,All,,,,,,,,,,,,,,,,,,,,,,,,,
6867,All,,,,,,,,,,,,,,,,,,,,,,,,,
6868,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6869,All,,,,,,,,,,,,,,,,,,,,,,,,,
6870,All,,,,,,,,,,,,,,,,,,,,,,,,,
6871,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6872,All,,,,,,,,,,,,,,,,,,,,,,,,,
6873,All,,,,,,,,,,,,,,,,,,,,,,,,,
6874,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6875,All,,,,,,,,,,,,,,,,,,,,,,,,,
6876,All,,,,,,,,,,,,,,,,,,,,,,,,,
6877,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6878,All,,,,,,,,,,,,,,,,,,,,,,,,,
6879,All,,,,,,,,,,,,,,,,,,,,,,,,,
6880,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6881,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6882,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6883,All,,,,,,,,,,,,,,,,,,,,,,,,,
6884,All,,,,,,,,,,,,,,,,,,,,,,,,,
6885,All,,,,,,,,,,,,,,,,,,,,,,,,,
6886,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
6887,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
6888,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
6889,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
6890,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
6891,All,,,,,,,,,,,,,,,,,,,,,,,,,
6892,All,,,,,,,,,,,,,,,,,,,,,,,,,
6893,All,,,,,,,,,,,,,,,,,,,,,,,,,
6894,All,,,,,,,,,,,,,,,,,,,,,,,,,
6895,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6896,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
6897,All,,,,,,,,,,,,,,,,,,,,,,,,,
6898,All,,,,,,,,,,,,,,,,,,,,,,,,,
6899,All,,,,,,,,,,,,,,,,,,,,,,,,,
6900,Right turn,,,,,,,,,,,,,,,,,,,,,,,,,
6901,All,,,,,,,,,,,,,,,,,,,,,,,,,
6902,All,,,,,,,,,,,,,,,,,,,,,,,,,
6903,Angle,Rear end,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
6904,Non-intersection,,,,,,,,,,,,,,,,,,,,,,,,,
6905,Non-intersection,,,,,,,,,,,,,,,,,,,,,,,,,
6906,Non-intersection,,,,,,,,,,,,,,,,,,,,,,,,,
6907,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6908,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6909,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6910,All,,,,,,,,,,,,,,,,,,,,,,,,,
6911,All,,,,,,,,,,,,,,,,,,,,,,,,,
6912,All,,,,,,,,,,,,,,,,,,,,,,,,,
6913,All,,,,,,,,,,,,,,,,,,,,,,,,,
6914,All,,,,,,,,,,,,,,,,,,,,,,,,,
6915,All,,,,,,,,,,,,,,,,,,,,,,,,,
6916,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6917,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
6918,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6919,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
6920,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
6921,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6922,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6923,Multiple vehicle,,,,,,,,,,,,,,,,,,,,,,,,,
6924,All,,,,,,,,,,,,,,,,,,,,,,,,,
6925,All,,,,,,,,,,,,,,,,,,,,,,,,,
6926,All,,,,,,,,,,,,,,,,,,,,,,,,,
6927,All,,,,,,,,,,,,,,,,,,,,,,,,,
6928,All,,,,,,,,,,,,,,,,,,,,,,,,,
6929,All,,,,,,,,,,,,,,,,,,,,,,,,,
6930,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6931,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
6932,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
6933,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
6934,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
6935,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6936,Multiple vehicle,,,,,,,,,,,,,,,,,,,,,,,,,
6937,All,,,,,,,,,,,,,,,,,,,,,,,,,
6938,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6939,All,,,,,,,,,,,,,,,,,,,,,,,,,
6940,All,,,,,,,,,,,,,,,,,,,,,,,,,
6941,All,,,,,,,,,,,,,,,,,,,,,,,,,
6942,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6943,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6944,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6945,All,,,,,,,,,,,,,,,,,,,,,,,,,
6946,All,,,,,,,,,,,,,,,,,,,,,,,,,
6947,All,,,,,,,,,,,,,,,,,,,,,,,,,
6948,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6949,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6950,All,,,,,,,,,,,,,,,,,,,,,,,,,
6951,All,,,,,,,,,,,,,,,,,,,,,,,,,
6952,All,,,,,,,,,,,,,,,,,,,,,,,,,
6953,All,,,,,,,,,,,,,,,,,,,,,,,,,
6954,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6955,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6956,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6957,All,,,,,,,,,,,,,,,,,,,,,,,,,
6958,All,,,,,,,,,,,,,,,,,,,,,,,,,
6959,All,,,,,,,,,,,,,,,,,,,,,,,,,
6960,All,,,,,,,,,,,,,,,,,,,,,,,,,
6961,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6962,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6963,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
6964,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
6965,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
6966,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
6967,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
6968,All,,,,,,,,,,,,,,,,,,,,,,,,,
6969,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6970,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6971,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6972,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6973,Other,,,,,,,,,,,,,,,,,,,,,,,,,
6974,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
6975,All,,,,,,,,,,,,,,,,,,,,,,,,,
6976,All,,,,,,,,,,,,,,,,,,,,,,,,,
6977,All,,,,,,,,,,,,,,,,,,,,,,,,,
6978,All,,,,,,,,,,,,,,,,,,,,,,,,,
6979,All,,,,,,,,,,,,,,,,,,,,,,,,,
6980,All,,,,,,,,,,,,,,,,,,,,,,,,,
6981,All,,,,,,,,,,,,,,,,,,,,,,,,,
6982,All,,,,,,,,,,,,,,,,,,,,,,,,,
6983,All,,,,,,,,,,,,,,,,,,,,,,,,,
6984,All,,,,,,,,,,,,,,,,,,,,,,,,,
6985,All,,,,,,,,,,,,,,,,,,,,,,,,,
6986,All,,,,,,,,,,,,,,,,,,,,,,,,,
6987,All,,,,,,,,,,,,,,,,,,,,,,,,,
6988,All,,,,,,,,,,,,,,,,,,,,,,,,,
6989,All,,,,,,,,,,,,,,,,,,,,,,,,,
6990,All,,,,,,,,,,,,,,,,,,,,,,,,,
6991,All,,,,,,,,,,,,,,,,,,,,,,,,,
6992,All,,,,,,,,,,,,,,,,,,,,,,,,,
6993,All,,,,,,,,,,,,,,,,,,,,,,,,,
6994,All,,,,,,,,,,,,,,,,,,,,,,,,,
6995,All,,,,,,,,,,,,,,,,,,,,,,,,,
6996,All,,,,,,,,,,,,,,,,,,,,,,,,,
6997,All,,,,,,,,,,,,,,,,,,,,,,,,,
6998,All,,,,,,,,,,,,,,,,,,,,,,,,,
6999,All,,,,,,,,,,,,,,,,,,,,,,,,,
7000,All,,,,,,,,,,,,,,,,,,,,,,,,,
7001,All,,,,,,,,,,,,,,,,,,,,,,,,,
7002,All,,,,,,,,,,,,,,,,,,,,,,,,,
7003,All,,,,,,,,,,,,,,,,,,,,,,,,,
7004,All,,,,,,,,,,,,,,,,,,,,,,,,,
7005,All,,,,,,,,,,,,,,,,,,,,,,,,,
7006,All,,,,,,,,,,,,,,,,,,,,,,,,,
7007,All,,,,,,,,,,,,,,,,,,,,,,,,,
7008,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7009,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7010,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7011,Day time,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,
7012,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7013,All,,,,,,,,,,,,,,,,,,,,,,,,,
7014,All,,,,,,,,,,,,,,,,,,,,,,,,,
7015,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7016,Angle,Sideswipe,Other,,,,,,,,,,,,,,,,,,,,,,,
7017,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7018,All,,,,,,,,,,,,,,,,,,,,,,,,,
7019,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7020,Angle,Sideswipe,Other,,,,,,,,,,,,,,,,,,,,,,,
7021,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7022,All,,,,,,,,,,,,,,,,,,,,,,,,,
7023,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7024,Angle,Sideswipe,Other,,,,,,,,,,,,,,,,,,,,,,,
7025,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7026,All,,,,,,,,,,,,,,,,,,,,,,,,,
7027,All,,,,,,,,,,,,,,,,,,,,,,,,,
7028,All,,,,,,,,,,,,,,,,,,,,,,,,,
7029,All,,,,,,,,,,,,,,,,,,,,,,,,,
7030,All,,,,,,,,,,,,,,,,,,,,,,,,,
7031,All,,,,,,,,,,,,,,,,,,,,,,,,,
7032,All,,,,,,,,,,,,,,,,,,,,,,,,,
7033,All,,,,,,,,,,,,,,,,,,,,,,,,,
7034,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7035,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
7036,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7037,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7038,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7039,All,,,,,,,,,,,,,,,,,,,,,,,,,
7040,All,,,,,,,,,,,,,,,,,,,,,,,,,
7041,All,,,,,,,,,,,,,,,,,,,,,,,,,
7042,All,,,,,,,,,,,,,,,,,,,,,,,,,
7043,All,,,,,,,,,,,,,,,,,,,,,,,,,
7044,All,,,,,,,,,,,,,,,,,,,,,,,,,
7045,All,,,,,,,,,,,,,,,,,,,,,,,,,
7046,All,,,,,,,,,,,,,,,,,,,,,,,,,
7047,All,,,,,,,,,,,,,,,,,,,,,,,,,
7048,All,,,,,,,,,,,,,,,,,,,,,,,,,
7049,All,,,,,,,,,,,,,,,,,,,,,,,,,
7050,All,,,,,,,,,,,,,,,,,,,,,,,,,
7051,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7052,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7053,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7054,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7055,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7056,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7057,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7058,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7059,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7060,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7061,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7062,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7063,All,,,,,,,,,,,,,,,,,,,,,,,,,
7064,All,,,,,,,,,,,,,,,,,,,,,,,,,
7065,All,,,,,,,,,,,,,,,,,,,,,,,,,
7066,All,,,,,,,,,,,,,,,,,,,,,,,,,
7067,All,,,,,,,,,,,,,,,,,,,,,,,,,
7068,All,,,,,,,,,,,,,,,,,,,,,,,,,
7069,All,,,,,,,,,,,,,,,,,,,,,,,,,
7070,All,,,,,,,,,,,,,,,,,,,,,,,,,
7071,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7072,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7073,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7074,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7075,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7076,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7077,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7078,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7079,All,,,,,,,,,,,,,,,,,,,,,,,,,
7080,All,,,,,,,,,,,,,,,,,,,,,,,,,
7081,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7082,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7083,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7084,All,,,,,,,,,,,,,,,,,,,,,,,,,
7085,All,,,,,,,,,,,,,,,,,,,,,,,,,
7086,All,,,,,,,,,,,,,,,,,,,,,,,,,
7087,All,,,,,,,,,,,,,,,,,,,,,,,,,
7088,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7089,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7090,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7091,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7092,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7093,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7094,All,,,,,,,,,,,,,,,,,,,,,,,,,
7095,All,,,,,,,,,,,,,,,,,,,,,,,,,
7096,All,,,,,,,,,,,,,,,,,,,,,,,,,
7097,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7098,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7099,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7100,All,,,,,,,,,,,,,,,,,,,,,,,,,
7101,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7102,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7103,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7104,All,,,,,,,,,,,,,,,,,,,,,,,,,
7105,All,,,,,,,,,,,,,,,,,,,,,,,,,
7106,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7107,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7108,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7109,All,,,,,,,,,,,,,,,,,,,,,,,,,
7110,All,,,,,,,,,,,,,,,,,,,,,,,,,
7111,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7112,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7113,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7114,All,,,,,,,,,,,,,,,,,,,,,,,,,
7115,All,,,,,,,,,,,,,,,,,,,,,,,,,
7116,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7117,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7118,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7119,All,,,,,,,,,,,,,,,,,,,,,,,,,
7120,All,,,,,,,,,,,,,,,,,,,,,,,,,
7121,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7122,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7123,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7124,All,,,,,,,,,,,,,,,,,,,,,,,,,
7125,All,,,,,,,,,,,,,,,,,,,,,,,,,
7126,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7127,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7128,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7129,All,,,,,,,,,,,,,,,,,,,,,,,,,
7130,All,,,,,,,,,,,,,,,,,,,,,,,,,
7131,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7132,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7133,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7134,All,,,,,,,,,,,,,,,,,,,,,,,,,
7135,All,,,,,,,,,,,,,,,,,,,,,,,,,
7136,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7137,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7138,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7139,All,,,,,,,,,,,,,,,,,,,,,,,,,
7140,All,,,,,,,,,,,,,,,,,,,,,,,,,
7141,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7142,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7143,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7144,All,,,,,,,,,,,,,,,,,,,,,,,,,
7145,All,,,,,,,,,,,,,,,,,,,,,,,,,
7146,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7147,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7148,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7149,All,,,,,,,,,,,,,,,,,,,,,,,,,
7150,All,,,,,,,,,,,,,,,,,,,,,,,,,
7151,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7152,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7153,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7154,All,,,,,,,,,,,,,,,,,,,,,,,,,
7155,All,,,,,,,,,,,,,,,,,,,,,,,,,
7156,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7157,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7158,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7159,All,,,,,,,,,,,,,,,,,,,,,,,,,
7160,All,,,,,,,,,,,,,,,,,,,,,,,,,
7161,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7162,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7163,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
