,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,
7164,All,,,,,,,,,,,,,,,,,,,,,,,,,
7165,All,,,,,,,,,,,,,,,,,,,,,,,,,
7166,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7167,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7168,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7169,All,,,,,,,,,,,,,,,,,,,,,,,,,
7170,All,,,,,,,,,,,,,,,,,,,,,,,,,
7171,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7172,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7173,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7174,All,,,,,,,,,,,,,,,,,,,,,,,,,
7175,All,,,,,,,,,,,,,,,,,,,,,,,,,
7176,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7177,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7178,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7179,All,,,,,,,,,,,,,,,,,,,,,,,,,
7180,All,,,,,,,,,,,,,,,,,,,,,,,,,
7181,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7182,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7183,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7184,All,,,,,,,,,,,,,,,,,,,,,,,,,
7185,All,,,,,,,,,,,,,,,,,,,,,,,,,
7186,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7187,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7188,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7189,All,,,,,,,,,,,,,,,,,,,,,,,,,
7190,All,,,,,,,,,,,,,,,,,,,,,,,,,
7191,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7192,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7193,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7194,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7195,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7196,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7197,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7198,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7199,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7200,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7201,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7202,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7203,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7204,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7205,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7206,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7207,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
7208,All,,,,,,,,,,,,,,,,,,,,,,,,,
7209,All,,,,,,,,,,,,,,,,,,,,,,,,,
7210,All,,,,,,,,,,,,,,,,,,,,,,,,,
7211,All,,,,,,,,,,,,,,,,,,,,,,,,,
7212,All,,,,,,,,,,,,,,,,,,,,,,,,,
7213,All,,,,,,,,,,,,,,,,,,,,,,,,,
7214,All,,,,,,,,,,,,,,,,,,,,,,,,,
7215,All,,,,,,,,,,,,,,,,,,,,,,,,,
7216,All,,,,,,,,,,,,,,,,,,,,,,,,,
7217,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7218,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7219,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7220,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7221,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7222,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7223,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7224,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7225,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7226,All,,,,,,,,,,,,,,,,,,,,,,,,,
7227,Rear end,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
7228,Rear end,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
7229,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7230,All,,,,,,,,,,,,,,,,,,,,,,,,,
7231,Rear end,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
7232,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7233,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7234,All,,,,,,,,,,,,,,,,,,,,,,,,,
7235,Rear end,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
7236,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7237,All,,,,,,,,,,,,,,,,,,,,,,,,,
7238,All,,,,,,,,,,,,,,,,,,,,,,,,,
7239,All,,,,,,,,,,,,,,,,,,,,,,,,,
7240,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7241,All,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,
7242,All,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,
7243,All,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,
7244,All,,,,,,,,,,,,,,,,,,,,,,,,,
7245,All,,,,,,,,,,,,,,,,,,,,,,,,,
7246,All,,,,,,,,,,,,,,,,,,,,,,,,,
7247,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7248,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7249,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7250,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7251,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7252,All,,,,,,,,,,,,,,,,,,,,,,,,,
7253,All,,,,,,,,,,,,,,,,,,,,,,,,,
7254,All,,,,,,,,,,,,,,,,,,,,,,,,,
7255,All,,,,,,,,,,,,,,,,,,,,,,,,,
7256,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7257,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7258,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7259,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7260,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7261,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7262,All,,,,,,,,,,,,,,,,,,,,,,,,,
7263,All,,,,,,,,,,,,,,,,,,,,,,,,,
7264,All,,,,,,,,,,,,,,,,,,,,,,,,,
7265,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7266,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7267,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7268,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7269,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7270,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7271,All,,,,,,,,,,,,,,,,,,,,,,,,,
7272,All,,,,,,,,,,,,,,,,,,,,,,,,,
7273,All,,,,,,,,,,,,,,,,,,,,,,,,,
7274,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7275,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7276,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7277,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7278,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7279,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7280,All,,,,,,,,,,,,,,,,,,,,,,,,,
7281,All,,,,,,,,,,,,,,,,,,,,,,,,,
7282,All,,,,,,,,,,,,,,,,,,,,,,,,,
7283,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7284,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7285,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7286,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7287,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7288,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7289,All,,,,,,,,,,,,,,,,,,,,,,,,,
7290,All,,,,,,,,,,,,,,,,,,,,,,,,,
7291,All,,,,,,,,,,,,,,,,,,,,,,,,,
7292,All,,,,,,,,,,,,,,,,,,,,,,,,,
7293,All,,,,,,,,,,,,,,,,,,,,,,,,,
7294,All,,,,,,,,,,,,,,,,,,,,,,,,,
7295,All,,,,,,,,,,,,,,,,,,,,,,,,,
7296,All,,,,,,,,,,,,,,,,,,,,,,,,,
7297,All,,,,,,,,,,,,,,,,,,,,,,,,,
7298,All,,,,,,,,,,,,,,,,,,,,,,,,,
7299,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7300,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7301,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7302,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7303,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7304,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7305,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7306,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7307,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7308,Head on,Run off road,,,,,,,,,,,,,,,,,,,,,,,,
7309,All,,,,,,,,,,,,,,,,,,,,,,,,,
7310,All,,,,,,,,,,,,,,,,,,,,,,,,,
7311,All,,,,,,,,,,,,,,,,,,,,,,,,,
7312,All,,,,,,,,,,,,,,,,,,,,,,,,,
7313,All,,,,,,,,,,,,,,,,,,,,,,,,,
7314,All,,,,,,,,,,,,,,,,,,,,,,,,,
7315,All,,,,,,,,,,,,,,,,,,,,,,,,,
7316,All,,,,,,,,,,,,,,,,,,,,,,,,,
7317,Head on,Run off road,Sideswipe,Other,,,,,,,,,,,,,,,,,,,,,,
7318,All,,,,,,,,,,,,,,,,,,,,,,,,,
7319,All,,,,,,,,,,,,,,,,,,,,,,,,,
7320,Head on,Run off road,Sideswipe,Other,,,,,,,,,,,,,,,,,,,,,,
7321,All,,,,,,,,,,,,,,,,,,,,,,,,,
7322,All,,,,,,,,,,,,,,,,,,,,,,,,,
7323,All,,,,,,,,,,,,,,,,,,,,,,,,,
7324,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7325,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7326,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7327,All,,,,,,,,,,,,,,,,,,,,,,,,,
7328,All,,,,,,,,,,,,,,,,,,,,,,,,,
7329,Vehicle/bicycle,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,
7330,Vehicle/bicycle,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,
7331,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7332,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7333,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7334,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7335,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7336,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7337,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7338,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7339,All,,,,,,,,,,,,,,,,,,,,,,,,,
7340,All,,,,,,,,,,,,,,,,,,,,,,,,,
7341,All,,,,,,,,,,,,,,,,,,,,,,,,,
7342,All,,,,,,,,,,,,,,,,,,,,,,,,,
7343,All,,,,,,,,,,,,,,,,,,,,,,,,,
7344,All,,,,,,,,,,,,,,,,,,,,,,,,,
7345,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7346,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
7347,Vehicle/animal,,,,,,,,,,,,,,,,,,,,,,,,,
7348,All,,,,,,,,,,,,,,,,,,,,,,,,,
7349,All,,,,,,,,,,,,,,,,,,,,,,,,,
7350,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7351,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7352,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7353,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7354,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7355,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7356,All,,,,,,,,,,,,,,,,,,,,,,,,,
7357,All,,,,,,,,,,,,,,,,,,,,,,,,,
7358,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7359,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
7360,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7361,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7362,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7363,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7364,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7365,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7366,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7367,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7368,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7369,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7370,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7371,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7372,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7373,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7374,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7375,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7376,All,,,,,,,,,,,,,,,,,,,,,,,,,
7377,All,,,,,,,,,,,,,,,,,,,,,,,,,
7378,All,,,,,,,,,,,,,,,,,,,,,,,,,
7379,All,,,,,,,,,,,,,,,,,,,,,,,,,
7380,All,,,,,,,,,,,,,,,,,,,,,,,,,
7381,All,,,,,,,,,,,,,,,,,,,,,,,,,
7382,All,,,,,,,,,,,,,,,,,,,,,,,,,
7383,All,,,,,,,,,,,,,,,,,,,,,,,,,
7384,All,,,,,,,,,,,,,,,,,,,,,,,,,
7385,All,,,,,,,,,,,,,,,,,,,,,,,,,
7386,All,,,,,,,,,,,,,,,,,,,,,,,,,
7387,All,,,,,,,,,,,,,,,,,,,,,,,,,
7388,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7389,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7390,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7391,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7392,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7393,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7394,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
7395,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
7396,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
7397,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
7398,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
7399,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
7400,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7401,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7402,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7403,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7404,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7405,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7406,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7407,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7408,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7409,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7410,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7411,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7412,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7413,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7414,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7415,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7416,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7417,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
7418,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7419,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7420,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7421,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7422,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7423,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7424,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7425,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7426,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7427,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7428,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7429,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7430,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7431,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7432,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7433,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7434,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7435,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
7436,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7437,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7438,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7439,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7440,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7441,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7442,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7443,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7444,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7445,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7446,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7447,All,,,,,,,,,,,,,,,,,,,,,,,,,
7448,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7449,All,,,,,,,,,,,,,,,,,,,,,,,,,
7450,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7451,All,,,,,,,,,,,,,,,,,,,,,,,,,
7452,All,,,,,,,,,,,,,,,,,,,,,,,,,
7453,All,,,,,,,,,,,,,,,,,,,,,,,,,
7454,All,,,,,,,,,,,,,,,,,,,,,,,,,
7455,All,,,,,,,,,,,,,,,,,,,,,,,,,
7456,All,,,,,,,,,,,,,,,,,,,,,,,,,
7457,All,,,,,,,,,,,,,,,,,,,,,,,,,
7458,All,,,,,,,,,,,,,,,,,,,,,,,,,
7459,All,,,,,,,,,,,,,,,,,,,,,,,,,
7460,All,,,,,,,,,,,,,,,,,,,,,,,,,
7461,All,,,,,,,,,,,,,,,,,,,,,,,,,
7462,All,,,,,,,,,,,,,,,,,,,,,,,,,
7463,All,,,,,,,,,,,,,,,,,,,,,,,,,
7464,All,,,,,,,,,,,,,,,,,,,,,,,,,
7465,All,,,,,,,,,,,,,,,,,,,,,,,,,
7466,All,,,,,,,,,,,,,,,,,,,,,,,,,
7467,All,,,,,,,,,,,,,,,,,,,,,,,,,
7468,All,,,,,,,,,,,,,,,,,,,,,,,,,
7469,All,,,,,,,,,,,,,,,,,,,,,,,,,
7470,All,,,,,,,,,,,,,,,,,,,,,,,,,
7471,All,,,,,,,,,,,,,,,,,,,,,,,,,
7472,All,,,,,,,,,,,,,,,,,,,,,,,,,
7473,All,,,,,,,,,,,,,,,,,,,,,,,,,
7474,All,,,,,,,,,,,,,,,,,,,,,,,,,
7475,All,,,,,,,,,,,,,,,,,,,,,,,,,
7476,All,,,,,,,,,,,,,,,,,,,,,,,,,
7477,All,,,,,,,,,,,,,,,,,,,,,,,,,
7478,All,,,,,,,,,,,,,,,,,,,,,,,,,
7479,All,,,,,,,,,,,,,,,,,,,,,,,,,
7480,All,,,,,,,,,,,,,,,,,,,,,,,,,
7481,All,,,,,,,,,,,,,,,,,,,,,,,,,
7482,All,,,,,,,,,,,,,,,,,,,,,,,,,
7483,All,,,,,,,,,,,,,,,,,,,,,,,,,
7484,All,,,,,,,,,,,,,,,,,,,,,,,,,
7485,All,,,,,,,,,,,,,,,,,,,,,,,,,
7486,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7487,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7488,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7489,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7490,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7491,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7492,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7493,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7494,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7495,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7496,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7497,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7498,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7499,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7500,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7501,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7502,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7503,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7504,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7505,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7506,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7507,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7508,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7509,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7510,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7511,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7512,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7513,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7514,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7515,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7516,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7517,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7518,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7519,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7520,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7521,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7522,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7523,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7524,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7525,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7526,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7527,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7528,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7529,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7530,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7531,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7532,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7533,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7534,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7535,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7536,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7537,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7538,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7539,All,,,,,,,,,,,,,,,,,,,,,,,,,
7540,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7541,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7542,Vehicle/bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
7543,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7544,All,,,,,,,,,,,,,,,,,,,,,,,,,
7545,All,,,,,,,,,,,,,,,,,,,,,,,,,
7546,All,,,,,,,,,,,,,,,,,,,,,,,,,
7547,All,,,,,,,,,,,,,,,,,,,,,,,,,
7548,All,,,,,,,,,,,,,,,,,,,,,,,,,
7549,All,,,,,,,,,,,,,,,,,,,,,,,,,
7550,All,,,,,,,,,,,,,,,,,,,,,,,,,
7551,All,,,,,,,,,,,,,,,,,,,,,,,,,
7552,All,,,,,,,,,,,,,,,,,,,,,,,,,
7553,All,,,,,,,,,,,,,,,,,,,,,,,,,
7554,Truck related,,,,,,,,,,,,,,,,,,,,,,,,,
7555,Truck related,,,,,,,,,,,,,,,,,,,,,,,,,
7556,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7557,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7558,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7559,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7560,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7561,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7562,All,,,,,,,,,,,,,,,,,,,,,,,,,
7563,All,,,,,,,,,,,,,,,,,,,,,,,,,
7564,All,,,,,,,,,,,,,,,,,,,,,,,,,
7565,All,,,,,,,,,,,,,,,,,,,,,,,,,
7566,All,,,,,,,,,,,,,,,,,,,,,,,,,
7567,All,,,,,,,,,,,,,,,,,,,,,,,,,
7568,All,,,,,,,,,,,,,,,,,,,,,,,,,
7569,All,,,,,,,,,,,,,,,,,,,,,,,,,
7570,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
7571,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
7572,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
7573,All,,,,,,,,,,,,,,,,,,,,,,,,,
7574,All,,,,,,,,,,,,,,,,,,,,,,,,,
7575,Other,,,,,,,,,,,,,,,,,,,,,,,,,
7576,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
7577,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
7578,All,,,,,,,,,,,,,,,,,,,,,,,,,
7579,All,,,,,,,,,,,,,,,,,,,,,,,,,
7580,All,,,,,,,,,,,,,,,,,,,,,,,,,
7581,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7582,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
7583,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
